126,1389,MIL,Jike,Ayshire,Brown,Active,
127,1375,MIL,Jike,Ayshire,Brown + White,Active,
128,1373,MIL,Jike,Ayshire,Brown + White,Active,
129,1367,MIL,Jike,Ayshire,Brown + White,Active,
130,1363,MIL,Jike,Ayshire,Brown + White,Active,
131,1360,MIL,Jike,Ayshire,Brown,Active,
132,1359,MIL,Jike,Ayshire,Brown + White,Active,
133,1358,MIL,Jike,Ayshire,Brown + White,Active,
134,1357,MIL,Jike,Ayshire,Brown,Active,
135,1356,MIL,Jike,Ayshire,Brown + White,Active,
136,1352,MIL,Jike,Ayshire,Brown + White,Active,
137,1351,MIL,Jike,Ayshire,Brown,Active,
138,1348,MIL,Jike,Ayshire,Brown + White,Active,
139,1347,MIL,Jike,Ayshire,Red + White,Active,
140,1346,MIL,Jike,Ayshire,Brown,Active,
141,1345,MIL,Jike,Ayshire,Brown + White,Active,
142,1344,MIL,Jike,Ayshire,Brown + White,Active,
143,1343,MIL,Jike,Ayshire,Brown,Active,
144,1342,MIL,Jike,Ayshire,Brown + White,Active,
145,1337,MIL,Jike,Ayshire,Brown,Active,
146,1336,MIL,Jike,Ayshire,Brown + White,Active,
147,1333,MIL,Jike,Ayshire,Brown + White,Active,
148,1331,MIL,Jike,Ayshire,Brown,Active,
149,1327,MIL,Jike,Ayshire,Brown + White,Active,
150,1326,MIL,Jike,Ayshire,Brown + White,Active,
151,1324,MIL,Jike,Ayshire,Brown + White,Active,
152,1320,MIL,Jike,Ayshire,Brown + White,Active,
153,1317,MIL,Jike,Ayshire,Brown + White,Active,
154,1315,MIL,Jike,Ayshire,Brown + White,Active,
155,1314,MIL,Jike,Ayshire,Brown,Active,
156,1312,MIL,Jike,Ayshire,Brown + White,Active,
157,1311,MIL,Jike,Ayshire,Brown + White,Active,
158,1310,MIL,Jike,Ayshire,Brown,Active,
159,1306,MIL,Jike,Ayshire,Brown + White,Active,
160,1305,MIL,Jike,Ayshire,Brown,Active,
161,1304,MIL,Jike,Ayshire,Brown,Active,
162,1303,MIL,Jike,Ayshire,Brown,Active,
163,1301,MIL,Jike,Ayshire,Brown + White,Active,
164,1300,MIL,Jike,Ayshire,Brown + White,Active,
165,1299,MIL,Jike,Ayshire,Brown,Active,
166,1297,MIL,Jike,Ayshire,Brown,Active,
167,1294,MIL,Jike,Ayshire,Brown,Active,
168,1293,MIL,Jike,Ayshire,Brown,Active,
169,1292,MIL,Jike,Ayshire,Brown,Active,
170,1290,MIL,Jike,Ayshire,Brown + White,Active,
171,1289,MIL,Jike,Ayshire,Brown + White,Active,
172,1285,MIL,Jike,Ayshire,Brown + White,Active,
173,1283,MIL,Jike,Ayshire,Brown,Active,
174,1280,MIL,Jike,Ayshire,Brown + White,Active,
175,1277,MIL,Jike,Ayshire,Brown,Active,
176,1330,MIL,Dume,Friesian,Black + White,Active,
177,1341,MIL,Dume,Friesian,Black + White,Active,
178,1361,MIL,Dume,Friesian,Black + White,Active,
179,1372,MIL,Dume,Friesian,Black + White,Active,
180,1374,MIL,Dume,Friesian,Black + White,Active,
181,1379,MIL,Dume,Friesian,Black + White,Active,
182,1422,MIL,Dume,Friesian,Black + White,Active,
183,1696,MIL,Dume,Friesian,Black + White,Active,
184,1701,MIL,Dume,Friesian,Black + White,Active,
185,1702,MIL,Dume,Friesian,Black + White,Active,
186,1713,MIL,Dume,Friesian,Black + White,Active,
187,1716,MIL,Dume,Friesian,Black + White,Active,
188,1720,MIL,Dume,Friesian,Black + White,Active,
189,1715,MIL,Jike,Friesian,Black + White,Active,
190,1714,MIL,Jike,Friesian,Black + White,Active,
191,1699,MIL,Jike,Friesian,Black + White,Active,
192,1692,MIL,Jike,Friesian,Black +White,Active,
193,1465,MIL,Jike,Friesian,Black + White,Active,
194,1452,MIL,Jike,Friesian,Black + White,Active,
195,1449,MIL,Jike,Friesian,Black + White,Active,
196,1446,MIL,Jike,Friesian,Black + White,Active,
197,1441,MIL,Jike,Friesian,Black + White,Active,
198,1438,MIL,Jike,Friesian,Black + White,Active,
199,1435,MIL,Jike,Friesian,Black + White,Active,
200,1434,MIL,Jike,Friesian,Black + White,Active,
201,1433,MIL,Jike,Friesian,Black + White,Active,
202,1432,MIL,Jike,Friesian,Black + White,Active,
203,1423,MIL,Jike,Friesian,Black + White,Active,
204,1417,MIL,Jike,Friesian,Black + White,Active,
205,1414,MIL,Jike,Friesian,Black + White,Active,
206,1412,MIL,Jike,Friesian,Black + White,Active,
207,1411,MIL,Jike,Friesian,Black + White,Active,
208,1406,MIL,Jike,Friesian,Black + White,Active,
209,1404,MIL,Jike,Friesian,Black + White,Active,
210,1402,MIL,Jike,Friesian,Black + White,Active,
211,1399,MIL,Jike,Friesian,Black + White,Active,
212,1398,MIL,Jike,Friesian,Black + White,Active,
213,1393,MIL,Jike,Friesian,Black + White,Active,
214,1376,MIL,Jike,Friesian,Black + White,Active,
215,1370,MIL,Jike,Friesian,Black + White,Active,
216,1368,MIL,Jike,Friesian,Black + White,Active,
217,1316,MIL,Jike,Friesian,Black + White,Active,
218,1313,MIL,Jike,Friesian,Black + White,Active,
219,1298,MIL,Jike,Friesian,Black + White,Active,
220,1296,MIL,Jike,Friesian,Black + White,Active,
221,1291,MIL,Jike,Friesian,Black + White,Active,
222,1288,MIL,Jike,Friesian,Black + White,Active,
223,1287,MIL,Jike,Friesian,Black + White,Active,
224,1284,MIL,Jike,Friesian,Black + White,Active,
225,1282,MIL,Jike,Friesian,Black + White,Active,
226,1281,MIL,Jike,Friesian,Black + White,Active,
227,1279,MIL,Jike,Friesian,Black + White,Active,
228,1688,MIL,Dume,Jersey,Grey,Active,
229,1295,MIL,Jike,Other Bovine,Other,Active,
230,1371,MIL,Jike,Friesian,Black + White,Slaughtered,2018-12-23
231,1350,MIL,Dume,Ayshire,Brown + White,Sold,2018-12-28
232,1719,MIL,Dume,Ayshire,Brown + White,Sold,2018-12-28
233,1448,MIL,Jike,Ayshire,Brown,Sold,2018-12-29
234,1354,MIL,Jike,Ayshire,Brown + White,Sold,2018-12-23
